Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,10.9412
1,1,1.0000,10.9412
2,1,1.0000,10.5351
3,3,3.0000,10.7004
4,1,1.0000,10.9412
5,3,3.0000,10.9412
6,0,0.0000,10.5667
7,1,1.0000,10.9412
8,0,0.0000,10.9412
9,4,4.0000,10.9412
10,0,0.0000,10.9412
11,4,4.0000,10.9412
12,4,4.0000,10.9412
13,2,2.0000,10.9412
14,3,3.0000,10.9412
15,0,0.0000,10.9412
16,2,2.0000,10.9412
17,0,0.0000,10.9412
18,1,1.0000,10.9412
19,2,2.0000,10.9412
20,0,0.0000,10.9412
21,1,1.0000,10.9412
22,1,1.0000,10.9412
23,3,3.0000,10.8629
24,0,0.0000,10.9412
25,0,0.0000,10.9412
26,0,0.0000,10.9412
27,0,0.0000,10.9412
28,2,2.0000,10.9412
29,0,0.0000,10.6908
30,0,0.0000,10.9412
31,2,2.0000,10.9412
32,2,2.0000,10.9412
33,0,0.0000,10.5351
34,1,1.0000,10.9412
35,1,1.0000,10.5667
36,2,2.0000,10.9412
37,3,3.0000,10.9412
38,0,0.0000,10.9412
39,0,0.0000,10.9412
40,0,0.0000,10.9412
41,1,1.0000,10.9412
42,3,3.0000,10.9412
43,2,2.0000,10.8629
44,0,0.0000,10.9412
45,2,2.0000,10.8173
46,0,0.0000,10.6908
47,4,4.0000,10.9412
48,1,1.0000,10.5351
49,0,0.0000,10.5667
50,1,1.0000,10.9412
51,3,3.0000,10.9412
52,4,4.0000,10.9412
53,3,3.0000,10.8629
54,0,0.0000,10.8173
55,1,1.0000,10.6908
56,4,4.0000,10.1560
57,4,4.0000,10.9412
58,2,2.0000,10.6306
59,4,4.0000,10.4983
60,0,0.0000,10.1560
61,1,1.0000,10.4983
62,2,2.0000,9.3578
