Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,8.8776
1,1,1.0000,8.8776
2,1,1.0000,8.8776
3,0,0.0000,8.8776
4,1,1.0000,8.8776
5,3,3.0000,8.8776
6,1,1.0000,8.8776
7,1,1.0000,8.8776
8,0,0.0000,8.8776
9,1,1.0000,8.8776
10,0,0.0000,8.8776
11,4,4.0000,8.8776
12,4,4.0000,8.8776
13,2,2.0000,8.8776
14,0,0.0000,8.6589
15,0,0.0000,8.8776
16,2,2.0000,8.8776
17,0,0.0000,8.8776
18,1,1.0000,8.8776
19,2,2.0000,8.8776
20,0,0.0000,8.8776
21,1,1.0000,8.8776
22,1,1.0000,8.8776
23,0,0.0000,8.8776
24,0,0.0000,8.8776
25,0,0.0000,8.8776
26,0,0.0000,8.8776
27,0,0.0000,8.8776
28,2,2.0000,8.8776
29,0,0.0000,8.8776
30,0,0.0000,8.8776
31,2,2.0000,8.8776
32,2,2.0000,8.8776
33,0,0.0000,8.8776
34,1,1.0000,8.8776
35,1,1.0000,8.8776
36,2,2.0000,8.8776
37,3,3.0000,8.8776
38,0,0.0000,8.8776
39,0,0.0000,8.6589
40,0,0.0000,8.8776
41,1,1.0000,8.8776
42,3,3.0000,8.8776
43,2,2.0000,8.8776
44,0,0.0000,8.8776
45,2,2.0000,8.8776
46,0,0.0000,8.8776
47,4,4.0000,8.8776
48,1,1.0000,8.8776
49,0,0.0000,8.8776
50,1,1.0000,8.8776
51,3,3.0000,8.6589
52,4,4.0000,8.8776
53,3,3.0000,8.8776
54,0,0.0000,8.8776
55,1,1.0000,8.8776
56,4,4.0000,8.8776
57,4,4.0000,8.6589
58,3,3.0000,8.8776
59,4,4.0000,8.8776
60,0,0.0000,8.6589
61,1,1.0000,8.8776
62,2,2.0000,8.6589
