Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,12.9966
1,1,1.0000,12.9966
2,2,2.0000,12.7550
3,0,0.0000,12.9966
4,1,1.0000,12.9966
5,3,3.0000,12.9966
6,4,4.0000,12.6164
7,1,1.0000,12.9966
8,0,0.0000,12.9966
9,4,4.0000,12.9966
10,4,4.0000,12.6033
11,4,4.0000,12.9966
12,1,1.0000,12.8793
13,2,2.0000,12.9966
14,3,3.0000,12.9966
15,0,0.0000,12.9966
16,2,2.0000,12.9966
17,0,0.0000,12.9966
18,1,1.0000,12.9966
19,2,2.0000,12.9966
20,0,0.0000,12.9966
21,1,1.0000,12.9966
22,1,1.0000,12.9966
23,0,0.0000,12.9966
24,0,0.0000,12.9966
25,4,4.0000,12.8900
26,0,0.0000,12.9966
27,0,0.0000,12.9966
28,1,1.0000,12.9924
29,1,1.0000,12.9966
30,0,0.0000,12.9966
31,3,3.0000,12.7925
32,2,2.0000,12.7243
33,0,0.0000,12.7550
34,1,1.0000,12.9966
35,1,1.0000,12.6164
36,2,2.0000,12.9966
37,3,3.0000,12.6033
38,3,3.0000,12.6801
39,0,0.0000,12.9966
40,1,1.0000,12.9698
41,1,1.0000,12.9966
42,3,3.0000,11.6929
43,2,2.0000,12.9966
44,0,0.0000,12.8900
45,1,1.0000,12.9966
46,0,0.0000,12.9924
47,4,4.0000,12.7925
48,1,1.0000,12.6942
49,0,0.0000,12.6164
50,1,1.0000,12.6033
51,3,3.0000,12.6801
52,4,4.0000,12.9698
53,3,3.0000,11.6929
54,0,0.0000,12.8900
55,1,1.0000,12.7925
56,4,4.0000,12.1732
57,4,4.0000,12.4110
58,3,3.0000,11.6929
59,4,4.0000,12.6708
60,0,0.0000,12.1732
61,1,1.0000,11.6873
62,2,2.0000,10.9412
