Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,15.5227
1,1,1.0000,15.5227
2,1,1.0000,15.1902
3,0,0.0000,15.5227
4,1,1.0000,15.5227
5,0,0.0000,15.3702
6,0,0.0000,15.5227
7,1,1.0000,15.5227
8,0,0.0000,15.5227
9,4,4.0000,15.5227
10,0,0.0000,15.5227
11,4,4.0000,15.5227
12,4,4.0000,15.5227
13,2,2.0000,15.5227
14,0,0.0000,15.3652
15,0,0.0000,15.5227
16,2,2.0000,15.5227
17,0,0.0000,15.5227
18,1,1.0000,15.5227
19,2,2.0000,15.5227
20,0,0.0000,15.5227
21,1,1.0000,15.5227
22,1,1.0000,15.5227
23,0,0.0000,15.5227
24,0,0.0000,15.5227
25,0,0.0000,15.5227
26,0,0.0000,15.5227
27,0,0.0000,15.5227
28,2,2.0000,14.8436
29,1,1.0000,15.5227
30,0,0.0000,15.5227
31,2,2.0000,14.9388
32,1,1.0000,15.5227
33,0,0.0000,15.1902
34,1,1.0000,15.3702
35,1,1.0000,15.5227
36,3,3.0000,15.3194
37,3,3.0000,15.5227
38,0,0.0000,15.5227
39,0,0.0000,15.3652
40,0,0.0000,14.1726
41,1,1.0000,15.5227
42,4,4.0000,15.0441
43,2,2.0000,15.5227
44,0,0.0000,15.5227
45,1,1.0000,15.5227
46,0,0.0000,14.8436
47,4,4.0000,14.9388
48,2,2.0000,14.9173
49,0,0.0000,15.3702
50,1,1.0000,15.3194
51,3,3.0000,15.3652
52,4,4.0000,14.1726
53,3,3.0000,15.0441
54,0,0.0000,15.5227
55,1,1.0000,14.3754
56,4,4.0000,14.9173
57,4,4.0000,14.9931
58,3,3.0000,13.8507
59,4,4.0000,14.3529
60,0,0.0000,14.0910
61,0,0.0000,12.9966
62,2,2.0000,12.9966
