Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,27.0648
1,4,4.0000,27.9599
2,0,0.0000,28.8815
3,0,0.0000,28.8815
4,4,4.0000,27.3018
5,1,1.0000,28.7514
6,0,0.0000,28.8815
7,3,3.0000,28.3585
8,0,0.0000,28.8815
9,4,4.0000,28.8815
10,4,4.0000,28.8815
11,4,4.0000,28.5447
12,0,0.0000,28.3688
13,2,2.0000,28.8815
14,3,3.0000,28.8815
15,0,0.0000,28.8815
16,2,2.0000,28.2812
17,0,0.0000,28.8815
18,1,1.0000,28.3067
19,2,2.0000,26.4087
20,0,0.0000,28.8815
21,1,1.0000,26.5978
22,1,1.0000,26.3532
23,2,2.0000,28.6236
24,0,0.0000,28.8815
25,0,0.0000,28.8815
26,0,0.0000,28.8815
27,4,4.0000,28.0794
28,1,1.0000,27.7181
29,1,1.0000,24.8588
30,0,0.0000,28.8815
31,0,0.0000,28.8815
32,2,2.0000,25.3687
33,2,2.0000,26.5421
34,1,1.0000,27.3018
35,1,1.0000,27.3708
36,2,2.0000,28.8815
37,1,1.0000,28.5447
38,0,0.0000,28.3688
39,0,0.0000,28.8815
40,2,2.0000,28.2812
41,1,1.0000,25.6722
42,3,3.0000,24.7931
43,2,2.0000,25.8417
44,0,0.0000,28.8815
45,1,1.0000,28.0794
46,0,0.0000,23.6372
47,4,4.0000,26.5900
48,4,4.0000,24.0844
49,1,1.0000,26.0165
50,1,1.0000,28.5447
51,3,3.0000,28.3688
52,4,4.0000,24.7098
53,3,3.0000,23.2340
54,0,0.0000,28.0794
55,1,1.0000,22.0693
56,4,4.0000,24.0844
57,4,4.0000,28.3688
58,0,0.0000,20.9217
59,1,1.0000,22.0693
60,2,2.0000,22.4178
61,2,2.0000,19.6656
62,2,2.0000,19.6656
