Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,19.6656
1,1,1.0000,19.0673
2,0,0.0000,19.6656
3,0,0.0000,19.6656
4,4,4.0000,19.5636
5,3,3.0000,19.2021
6,0,0.0000,19.6656
7,1,1.0000,19.6656
8,0,0.0000,19.6656
9,3,3.0000,18.9639
10,0,0.0000,19.4622
11,4,4.0000,19.3453
12,4,4.0000,19.6656
13,2,2.0000,19.6656
14,0,0.0000,18.6024
15,0,0.0000,19.6656
16,0,0.0000,17.5099
17,0,0.0000,19.6656
18,1,1.0000,19.6656
19,0,0.0000,19.3198
20,0,0.0000,19.6656
21,1,1.0000,19.6656
22,3,3.0000,18.7020
23,0,0.0000,19.6656
24,0,0.0000,19.6656
25,0,0.0000,19.6656
26,0,0.0000,19.6656
27,0,0.0000,19.6656
28,2,2.0000,19.4461
29,1,1.0000,19.6656
30,0,0.0000,19.6656
31,3,3.0000,18.9046
32,1,1.0000,19.0673
33,0,0.0000,19.6656
34,1,1.0000,19.2021
35,1,1.0000,19.5392
36,0,0.0000,18.7171
37,3,3.0000,17.0357
38,3,3.0000,19.3521
39,0,0.0000,18.6024
40,2,2.0000,17.5099
41,1,1.0000,19.3198
42,0,0.0000,19.6006
43,0,0.0000,17.8186
44,0,0.0000,19.6656
45,1,1.0000,19.6656
46,2,2.0000,17.6456
47,0,0.0000,18.1367
48,1,1.0000,17.4924
49,0,0.0000,18.9010
50,1,1.0000,17.0357
51,3,3.0000,18.6024
52,1,1.0000,17.0871
53,3,3.0000,17.6476
54,0,0.0000,19.6656
55,1,1.0000,16.6183
56,4,4.0000,16.9508
57,4,4.0000,17.0357
58,0,0.0000,16.5633
59,1,1.0000,16.6183
60,0,0.0000,15.5227
61,0,0.0000,16.3854
62,2,2.0000,15.5227
