Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,8.6589
1,1,1.0000,8.6589
2,1,1.0000,8.6589
3,0,0.0000,8.6589
4,1,1.0000,8.6589
5,3,3.0000,8.6589
6,1,1.0000,8.6589
7,1,1.0000,8.6589
8,0,0.0000,8.6589
9,1,1.0000,8.6589
10,0,0.0000,8.6589
11,4,4.0000,8.6589
12,4,4.0000,8.6589
13,2,2.0000,8.6589
14,0,0.0000,8.6589
15,0,0.0000,8.6589
16,2,2.0000,8.6589
17,0,0.0000,8.6589
18,1,1.0000,8.6589
19,2,2.0000,8.6589
20,0,0.0000,8.6589
21,1,1.0000,8.6589
22,1,1.0000,8.6589
23,0,0.0000,8.6589
24,0,0.0000,8.6589
25,0,0.0000,8.6589
26,0,0.0000,8.6589
27,0,0.0000,8.6589
28,2,2.0000,8.6589
29,0,0.0000,8.6589
30,0,0.0000,8.6589
31,2,2.0000,8.6589
32,2,2.0000,8.6589
33,0,0.0000,8.6589
34,1,1.0000,8.6589
35,1,1.0000,8.6589
36,2,2.0000,8.6589
37,3,3.0000,8.6589
38,0,0.0000,8.6589
39,0,0.0000,8.6589
40,0,0.0000,8.6589
41,1,1.0000,8.6589
42,3,3.0000,8.6589
43,2,2.0000,8.6589
44,0,0.0000,8.6589
45,2,2.0000,8.6589
46,0,0.0000,8.6589
47,4,4.0000,8.6589
48,1,1.0000,8.6589
49,0,0.0000,8.6589
50,1,1.0000,8.6589
51,3,3.0000,8.6589
52,4,4.0000,8.6589
53,3,3.0000,8.6589
54,0,0.0000,8.6589
55,1,1.0000,8.6589
56,4,4.0000,8.6589
57,4,4.0000,8.6589
58,3,3.0000,8.6589
59,1,1.0000,8.0413
60,0,0.0000,8.6589
61,1,1.0000,8.0413
62,2,2.0000,8.0413
