Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,9.1931
1,1,1.0000,9.1931
2,1,1.0000,9.1931
3,0,0.0000,9.1931
4,1,1.0000,9.1931
5,3,3.0000,9.1931
6,1,1.0000,9.1830
7,1,1.0000,9.1931
8,0,0.0000,9.1931
9,4,4.0000,9.1931
10,0,0.0000,9.1931
11,4,4.0000,9.1931
12,4,4.0000,9.1931
13,2,2.0000,9.1931
14,3,3.0000,9.1931
15,0,0.0000,9.1931
16,2,2.0000,9.1931
17,0,0.0000,9.1931
18,1,1.0000,9.1931
19,2,2.0000,9.1931
20,0,0.0000,9.1931
21,1,1.0000,9.1931
22,1,1.0000,9.1931
23,0,0.0000,9.1931
24,0,0.0000,9.1931
25,0,0.0000,9.1931
26,0,0.0000,9.1931
27,0,0.0000,9.1931
28,2,2.0000,9.1931
29,0,0.0000,9.1931
30,0,0.0000,9.1931
31,2,2.0000,9.1931
32,2,2.0000,9.1931
33,0,0.0000,9.1931
34,1,1.0000,9.1931
35,1,1.0000,9.1830
36,2,2.0000,9.1931
37,3,3.0000,9.1931
38,0,0.0000,9.1931
39,0,0.0000,9.1931
40,0,0.0000,9.1931
41,3,3.0000,9.1931
42,3,3.0000,9.1931
43,2,2.0000,9.1931
44,0,0.0000,9.1931
45,2,2.0000,9.1931
46,0,0.0000,9.1931
47,4,4.0000,9.1931
48,1,1.0000,9.1931
49,0,0.0000,9.1830
50,1,1.0000,9.1931
51,3,3.0000,9.1931
52,4,4.0000,9.1931
53,3,3.0000,9.1931
54,0,0.0000,9.1931
55,1,1.0000,9.1931
56,4,4.0000,9.1830
57,4,4.0000,9.1931
58,3,3.0000,9.1931
59,4,4.0000,9.1931
60,0,0.0000,9.1830
61,1,1.0000,9.1931
62,2,2.0000,9.1830
