Agent,Plan,LocalCost,ComplexCost
0,3,3.0000,6.8698
1,2,2.0000,6.8698
2,2,2.0000,6.8698
3,1,1.0000,6.8698
4,7,7.0000,6.8698
5,9,9.0000,6.8698
6,3,3.0000,6.8698
7,8,8.0000,6.8698
8,8,8.0000,6.8698
9,1,1.0000,6.8698
10,3,3.0000,6.8698
11,9,9.0000,6.8698
12,1,1.0000,6.8698
13,1,1.0000,6.8698
14,1,1.0000,6.8698
15,0,0.0000,6.8698
16,0,0.0000,6.8698
17,0,0.0000,6.8698
18,6,6.0000,6.8698
19,0,0.0000,6.8698
20,5,5.0000,6.8698
21,4,4.0000,6.8698
22,3,3.0000,6.8698
23,0,0.0000,6.8698
24,3,3.0000,6.8698
25,1,1.0000,6.8698
26,1,1.0000,6.8698
27,2,2.0000,6.8698
28,2,2.0000,6.8698
29,4,4.0000,6.8698
30,4,4.0000,6.8698
