Agent,Plan,LocalCost,ComplexCost
0,3,3.0000,8.0361
1,2,2.0000,8.0361
2,2,2.0000,8.0361
3,1,1.0000,8.0361
4,7,7.0000,8.0361
5,9,9.0000,8.0361
6,5,5.0000,7.8597
7,8,8.0000,8.0361
8,8,8.0000,7.5962
9,1,1.0000,8.0361
10,3,3.0000,8.0361
11,9,9.0000,8.0361
12,1,1.0000,8.0361
13,1,1.0000,8.0361
14,1,1.0000,8.0361
15,3,3.0000,7.5582
16,7,7.0000,8.0361
17,0,0.0000,8.0361
18,6,6.0000,8.0361
19,0,0.0000,7.8597
20,5,5.0000,7.2074
21,4,4.0000,8.0361
22,3,3.0000,8.0361
23,0,0.0000,7.5582
24,1,1.0000,7.4384
25,1,1.0000,7.8597
26,1,1.0000,7.2074
27,2,2.0000,7.5582
28,2,2.0000,7.4384
29,4,4.0000,7.2074
30,4,4.0000,7.2074
