Agent,Plan,LocalCost,ComplexCost
0,3,3.0000,7.2074
1,2,2.0000,7.2074
2,2,2.0000,7.2074
3,1,1.0000,7.2074
4,7,7.0000,7.2074
5,9,9.0000,7.2074
6,3,3.0000,7.2074
7,8,8.0000,7.2074
8,8,8.0000,7.2074
9,1,1.0000,7.2074
10,3,3.0000,7.2074
11,9,9.0000,7.2074
12,1,1.0000,7.2074
13,1,1.0000,7.2074
14,1,1.0000,7.2074
15,0,0.0000,7.2074
16,0,0.0000,6.9194
17,0,0.0000,7.2074
18,9,9.0000,7.1069
19,0,0.0000,7.2074
20,5,5.0000,7.2074
21,4,4.0000,7.2074
22,3,3.0000,7.2074
23,0,0.0000,7.2074
24,3,3.0000,6.8698
25,1,1.0000,7.1069
26,1,1.0000,7.2074
27,2,2.0000,7.2074
28,2,2.0000,6.8698
29,4,4.0000,7.2074
30,4,4.0000,6.8698
