Agent,Plan,LocalCost,ComplexCost
0,3,3.0000,20.7571
1,2,2.0000,22.4115
2,2,2.0000,20.8191
3,1,1.0000,22.2076
4,7,7.0000,20.7141
5,0,0.0000,23.5006
6,3,3.0000,22.9796
7,8,8.0000,21.3547
8,7,7.0000,21.6291
9,1,1.0000,23.5006
10,8,8.0000,22.8462
11,4,4.0000,21.9754
12,8,8.0000,21.3501
13,1,1.0000,23.5006
14,6,6.0000,21.8696
15,9,9.0000,21.7058
16,7,7.0000,17.9851
17,0,0.0000,19.4050
18,6,6.0000,18.4835
19,0,0.0000,20.8816
20,9,9.0000,19.1768
21,9,9.0000,20.1861
22,1,1.0000,19.3479
23,6,6.0000,18.9358
24,0,0.0000,15.5667
25,9,9.0000,15.9740
26,5,5.0000,16.3375
27,6,6.0000,16.2068
28,2,2.0000,12.7308
29,4,4.0000,13.3584
30,4,4.0000,12.7308
