Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,6.3190
1,5,5.0000,6.3190
2,6,6.0000,6.3190
3,7,7.0000,6.3190
4,5,5.0000,6.3190
5,2,2.0000,6.3190
6,6,6.0000,6.3190
7,9,9.0000,6.3190
8,0,0.0000,6.3190
9,0,0.0000,6.3190
10,4,4.0000,6.3190
11,8,8.0000,6.3190
12,7,7.0000,6.3190
13,4,4.0000,6.3190
14,7,7.0000,6.3190
15,3,3.0000,6.3190
16,7,7.0000,6.3190
17,2,2.0000,6.3190
18,0,0.0000,6.3190
19,4,4.0000,6.3190
20,5,5.0000,6.3190
21,3,3.0000,6.3190
22,0,0.0000,6.3190
23,1,1.0000,6.3190
24,8,8.0000,6.3190
25,9,9.0000,6.3190
26,1,1.0000,6.3190
27,2,2.0000,6.3190
28,6,6.0000,6.3190
29,9,9.0000,6.3190
30,8,8.0000,6.3190
31,8,8.0000,6.3190
32,3,3.0000,6.3190
33,6,6.0000,6.3190
34,5,5.0000,6.3190
35,6,6.0000,6.3190
36,5,5.0000,6.3190
37,1,1.0000,6.3190
38,0,0.0000,6.3190
39,7,7.0000,6.3190
