Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,6.6322
1,2,2.0000,6.6322
2,6,6.0000,6.6322
3,7,7.0000,6.6322
4,5,5.0000,6.6322
5,2,2.0000,6.6322
6,6,6.0000,6.6322
7,9,9.0000,6.6322
8,0,0.0000,6.6322
9,0,0.0000,6.6322
10,4,4.0000,6.6322
11,8,8.0000,6.6322
12,7,7.0000,6.6322
13,4,4.0000,6.6322
14,7,7.0000,6.6322
15,3,3.0000,6.6322
16,7,7.0000,6.6322
17,2,2.0000,6.6322
18,0,0.0000,6.6322
19,4,4.0000,6.6322
20,5,5.0000,6.6322
21,3,3.0000,6.6322
22,0,0.0000,6.6322
23,1,1.0000,6.6322
24,8,8.0000,6.6322
25,9,9.0000,6.6322
26,1,1.0000,6.6322
27,2,2.0000,6.6322
28,6,6.0000,6.6322
29,9,9.0000,6.6322
30,8,8.0000,6.6322
31,8,8.0000,6.6322
32,3,3.0000,6.6322
33,6,6.0000,6.6322
34,5,5.0000,6.6322
35,6,6.0000,6.6322
36,5,5.0000,6.6322
37,1,1.0000,6.3791
38,0,0.0000,6.6322
39,7,7.0000,6.3791
